Name,Card Type,Type,Set,Image,Rarity
Donphan,Pokemon,Fighting,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/72/high.png,Uncommon
Galarian Darmanitan,Pokemon,Water,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/72/high.png,Uncommon
Pawniard,Pokemon,Darkness,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/72/high.png,Common
Floette,Pokemon,Psychic,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/72/high.png,Uncommon
Murkrow,Pokemon,Darkness,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/72/high.png,Common
Grapploct V,Pokemon,Fighting,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/72/high.png,Ultra Rare
Bisharp,Pokemon,Darkness,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/72/high.png,Rare
Gothitelle,Pokemon,Psychic,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/72/high.png,Rare
Skyla,Trainer,,Shining Fates,https://assets.tcgdex.net/en/swsh/swsh4.5/72/high.png,Ultra Rare
Ferrothorn,Pokemon,Metal,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/72/high.png,Rare
Porygon,Pokemon,Colorless,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/72/high.png,Common
Meditite,Pokemon,Psychic,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/072/high.png,Common
Golurk,Pokemon,Fighting,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/72/high.png,Rare
Brock's Sandshrew,Pokemon,Fighting,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/72/high.png,Common
Shuppet,Pokemon,Psychic,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/072/high.png,Common
Giovanni's Machop,Pokemon,Fighting,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/72/high.png,Common
Diglett,Pokemon,Fighting,Platinum,https://assets.tcgdex.net/en/pl/pl1/72/high.png,Common
Dratini,Pokemon,Colorless,Legendary Collection,https://assets.tcgdex.net/en/lc/lc/72/high.png,Common
Shiftry,Pokemon,Darkness,Next Destinies,https://assets.tcgdex.net/en/bw/bw4/72/high.png,Rare
Tangela,Pokemon,Grass,Call of Legends,https://assets.tcgdex.net/en/col/col1/72/high.png,Common
Swalot,Pokemon,Psychic,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/72/high.png,Uncommon
Buizel,Pokemon,Water,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/72/high.png,Common
Jigglypuff,Pokemon,Colorless,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/72/high.png,Common
Hitmontop,Pokemon,Fighting,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/072/high.png,Uncommon
Barboach,Pokemon,Water,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/72/high.png,Common
Unown Z,Pokemon,Psychic,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/72/high.png,Uncommon
Lunatone,Pokemon,Psychic,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/72/high.png,Uncommon
Roselia,Pokemon,Psychic,Stormfront,https://assets.tcgdex.net/en/dp/dp7/72/high.png,Common
Piplup,Pokemon,Water,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/72/high.png,Common
Pancham,Pokemon,Fighting,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/072/high.png,Common
Vullaby,Pokemon,Darkness,Black & White,https://assets.tcgdex.net/en/bw/bw1/72/high.png,Uncommon
Venipede,Pokemon,Psychic,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/72/high.png,Common
Doduo,Pokemon,Colorless,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/73/high.png,Common
Ledyba,Pokemon,Grass,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/73/high.png,Common
Charmeleon,Pokemon,Fire,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/73/high.png,Uncommon
Maxie,Trainer,,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/73/high.png,Uncommon
Slugma,Pokemon,Fire,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/73/high.png,Common
Celio's Network,Trainer,,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/73/high.png,Uncommon
Pidgey,Pokemon,Colorless,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/73/high.png,Common
Remoraid,Pokemon,Water,Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/73/high.png,Common
Fieldworker,Trainer,,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/73/high.png,Uncommon
Psyduck,Pokemon,Water,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/73/high.png,Common
Whismur,Pokemon,Colorless,Emerald,https://assets.tcgdex.net/en/ex/ex9/73/high.png,Common
Slakoth,Pokemon,Colorless,Deoxys,https://assets.tcgdex.net/en/ex/ex8/73/high.png,Common
Snorunt,Pokemon,Water,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/73/high.png,Common
Energy Recycle System,Trainer,,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/73/high.png,Uncommon
Torchic,Pokemon,Fire,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/73/high.png,Common
Larvitar δ,Pokemon,Fire,Delta Species,https://assets.tcgdex.net/en/ex/ex11/73/high.png,Common
Oddish δ,Pokemon,Water,Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/73/high.png,Common
Copycat,Trainer,,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/73/high.png,Uncommon
Spoink,Pokemon,Psychic,Dragon,https://assets.tcgdex.net/en/ex/ex3/73/high.png,Common
Pawmi,Pokemon,Lightning,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/073/high.png,Common
Tentacruel,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/073/high.png,Uncommon
Fezandipiti,Pokemon,Psychic,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/073/high.png,Illustration rare
Elgyem,Pokemon,Psychic,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/073/high.png,Common
Pawmot ex,Pokemon,Lightning,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/073/high.png,Double rare
Tandemaus,Pokemon,Colorless,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/073/high.png,Common
Hyper Devolution Spray,Trainer,,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/73/high.png,Uncommon
Slowpoke,Pokemon,Psychic,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/73/high.png,Common
Machop,Pokemon,Fighting,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/73/high.png,Common
Pincurchin,Pokemon,Lightning,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/073/high.png,Uncommon
Zygarde GX,Pokemon,Fighting,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/73/high.png,Ultra Rare
Latios,Pokemon,Psychic,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/073/high.png,Rare
Donphan,Pokemon,Fighting,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/73/high.png,Uncommon
Tadbulb,Pokemon,Lightning,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/073/high.png,Common
Crabrawler,Pokemon,Fighting,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/73/high.png,Common
Chinchou,Pokemon,Lightning,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/73/high.png,Common
Mareep,Pokemon,Lightning,HeartGold SoulSilver,https://assets.tcgdex.net/en/hgss/hgss1/73/high.png,Common
Xerneas,Pokemon,Fairy,Crimson Invasion,https://assets.tcgdex.net/en/sm/sm4/73/high.png,Rare
Energy Exchanger,Trainer,,Undaunted,https://assets.tcgdex.net/en/hgss/hgss3/73/high.png,Uncommon
Emcee’s Chatter,Trainer,,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/73/high.png,Uncommon
Koffing,Pokemon,Psychic,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/73/high.png,Common
Porygon,Pokemon,Colorless,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/73/high.png,Common
Rockruff,Pokemon,Fighting,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/73/high.png,Common
Exeggcute,Pokemon,Psychic,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/73/high.png,Common
Togedemaru,Pokemon,Lightning,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/73/high.png,Uncommon
Passimian,Pokemon,Fighting,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/73/high.png,Uncommon
Impostor Professor Oak,Trainer,,Base Set,https://assets.tcgdex.net/en/base/base1/73/high.png,Rare
Hitmonlee,Pokemon,Fighting,Team Up,https://assets.tcgdex.net/en/sm/sm9/73/high.png,Uncommon
Sneasel,Pokemon,Darkness,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/73/high.png,Common
Swablu,Pokemon,Colorless,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/73/high.png,Common
Faded Town,Trainer,,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/73/high.png,Uncommon
Kingdra EX,Pokemon,Dragon,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/73/high.png,Ultra Rare
Elgyem,Pokemon,Psychic,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/73/high.png,Common
Klinklang,Pokemon,Metal,Steam Siege,https://assets.tcgdex.net/en/xy/xy11/73/high.png,Rare
Ninjask,Pokemon,Grass,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/73/high.png,Uncommon
Sliggoo,Pokemon,Dragon,Flashfire,https://assets.tcgdex.net/en/xy/xy2/73/high.png,Uncommon
Rattata,Pokemon,Colorless,Arceus,https://assets.tcgdex.net/en/pl/pl4/73/high.png,Common
Shiftry,Pokemon,Darkness,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/73/high.png,Rare
Nidorina,Pokemon,Psychic,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/73/high.png,Common
Zoroark,Pokemon,Darkness,XY,https://assets.tcgdex.net/en/xy/xy1/73/high.png,Rare
Starmie,Pokemon,Psychic,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/73/high.png,Rare
Morpeko,Pokemon,Lightning,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/73/high.png,Uncommon
Team Flare Grunt,Trainer,,Generations,https://assets.tcgdex.net/en/xy/g1/73/high.png,Uncommon
Zweilous,Pokemon,Dragon,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/73/high.png,Uncommon
Machamp VMAX,Pokemon,Fighting,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/073/high.png,Holo Rare VMAX
Blastoise Spirit Link,Trainer,,Evolutions,https://assets.tcgdex.net/en/xy/xy12/73/high.png,Uncommon
Klefki,Pokemon,Fairy,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/73/high.png,Uncommon
Yamper,Pokemon,Lightning,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/73/high.png,Common
Drowzee,Pokemon,Psychic,Base Set 2,https://assets.tcgdex.net/en/base/base4/73/high.png,Common
Woobat,Pokemon,Psychic,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/73/high.png,Common
The Boss's Way,Trainer,,Team Rocket,https://assets.tcgdex.net/en/base/base5/73/high.png,Uncommon
Hatterene,Pokemon,Psychic,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/73/high.png,Holo Rare
Conkeldurr V,Pokemon,Fighting,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/073/high.png,Ultra Rare
Timburr,Pokemon,Fighting,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/73/high.png,Common
Lunatone,Pokemon,Fighting,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/73/high.png,Uncommon
Greninja V,Pokemon,Water,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/73/high.png,Holo Rare V
Bisharp,Pokemon,Darkness,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/73/high.png,Rare
Florges,Pokemon,Psychic,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/73/high.png,Holo Rare
Honchkrow,Pokemon,Darkness,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/73/high.png,Rare
Hop,Trainer,,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/73/high.png,Ultra Rare
Vullaby,Pokemon,Darkness,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/73/high.png,Uncommon
Solosis,Pokemon,Psychic,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/73/high.png,Common
Alcremie VMAX,Pokemon,Psychic,Shining Fates,https://assets.tcgdex.net/en/swsh/swsh4.5/73/high.png,Secret Rare
Ferrothorn,Pokemon,Metal,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/73/high.png,Uncommon
Porygon2,Pokemon,Colorless,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/73/high.png,Uncommon
Medicham,Pokemon,Psychic,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/073/high.png,Holo Rare
Terrakion,Pokemon,Fighting,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/73/high.png,Rare
Brock's Vulpix,Pokemon,Fire,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/73/high.png,Common
Banette,Pokemon,Psychic,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/073/high.png,Rare
Giovanni's Magikarp,Pokemon,Water,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/73/high.png,Common
Dunsparce,Pokemon,Colorless,Platinum,https://assets.tcgdex.net/en/pl/pl1/73/high.png,Common
Drowzee,Pokemon,Psychic,Legendary Collection,https://assets.tcgdex.net/en/lc/lc/73/high.png,Common
Scraggy,Pokemon,Darkness,Next Destinies,https://assets.tcgdex.net/en/bw/bw4/73/high.png,Uncommon
Teddiursa,Pokemon,Colorless,Call of Legends,https://assets.tcgdex.net/en/col/col1/73/high.png,Common
Swellow,Pokemon,Colorless,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/73/high.png,Uncommon
Buneary,Pokemon,Colorless,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/73/high.png,Common
Kakuna,Pokemon,Grass,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/73/high.png,Common
Nosepass,Pokemon,Fighting,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/073/high.png,Common
Bidoof,Pokemon,Colorless,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/73/high.png,Common
Venomoth,Pokemon,Grass,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/73/high.png,Uncommon
Gothita,Pokemon,Psychic,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/73/high.png,Common
Skorupi,Pokemon,Grass,Stormfront,https://assets.tcgdex.net/en/dp/dp7/73/high.png,Common
Shellos East Sea,Pokemon,Water,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/73/high.png,Common
Rockruff,Pokemon,Fighting,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/073/high.png,Common
Mandibuzz,Pokemon,Darkness,Black & White,https://assets.tcgdex.net/en/bw/bw1/73/high.png,Rare
Whirlipede,Pokemon,Psychic,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/73/high.png,Uncommon
Team Flare Grunt,Trainer,,Generations,https://assets.tcgdex.net/en/xy/g1/73a/high.png,Uncommon
Machop,Pokemon,Fighting,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/74/high.png,Common
Croconaw,Pokemon,Water,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/74/high.png,Uncommon
Strength Charm,Trainer,,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/74/high.png,Uncommon
Snubbull,Pokemon,Colorless,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/74/high.png,Common
Cessation Crystal,Trainer,,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/74/high.png,Uncommon
Pikachu,Pokemon,Lightning,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/74/high.png,Common
Sandshrew,Pokemon,Fighting,Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/74/high.png,Common
Full Flame,Trainer,,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/74/high.png,Uncommon
Ralts,Pokemon,Psychic,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/74/high.png,Common
Zigzagoon,Pokemon,Colorless,Emerald,https://assets.tcgdex.net/en/ex/ex9/74/high.png,Common
Slugma,Pokemon,Fire,Deoxys,https://assets.tcgdex.net/en/ex/ex8/74/high.png,Common
Spheal,Pokemon,Water,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/74/high.png,Common
Energy Removal 2,Trainer,,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/74/high.png,Uncommon
Torchic,Pokemon,Fire,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/74/high.png,Common
Magnemite,Pokemon,Lightning,Delta Species,https://assets.tcgdex.net/en/ex/ex11/74/high.png,Common
Omanyte δ,Pokemon,Psychic,Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/74/high.png,Common
Holon Legacy,Trainer,,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/74/high.png,Uncommon
Spoink,Pokemon,Psychic,Dragon,https://assets.tcgdex.net/en/ex/ex3/74/high.png,Common
Pawmi,Pokemon,Lightning,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/074/high.png,Common
Geodude,Pokemon,Fighting,151,https://assets.tcgdex.net/en/sv/sv03.5/074/high.png,Common
Okidogi,Pokemon,Fighting,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/074/high.png,Illustration rare
Beheeyem,Pokemon,Psychic,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/074/high.png,Uncommon
Tadbulb,Pokemon,Lightning,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/074/high.png,Common
Maushold,Pokemon,Colorless,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/074/high.png,Uncommon
Ruin Wall,Trainer,,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/74/high.png,Uncommon
Snubbull,Pokemon,Colorless,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/74/high.png,Common
Mantine,Pokemon,Water,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/74/high.png,Common
Pawmi,Pokemon,Lightning,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/074/high.png,Common
Diancie ◇,Pokemon,Fighting,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/74/high.png,Rare
Deoxys,Pokemon,Psychic,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/074/high.png,Rare
Larvitar,Pokemon,Fighting,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/74/high.png,Common
Bellibolt,Pokemon,Lightning,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/074/high.png,Uncommon
Crabominable,Pokemon,Fighting,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/74/high.png,Rare
Lanturn,Pokemon,Lightning,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/74/high.png,Rare
Marill,Pokemon,Water,HeartGold SoulSilver,https://assets.tcgdex.net/en/hgss/hgss1/74/high.png,Common
Alolan Exeggutor GX,Pokemon,Dragon,Crimson Invasion,https://assets.tcgdex.net/en/sm/sm4/74/high.png,Ultra Rare
Flower Shop Lady,Trainer,,Undaunted,https://assets.tcgdex.net/en/hgss/hgss3/74/high.png,Uncommon
Energy Returner,Trainer,,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/74/high.png,Uncommon
Weezing,Pokemon,Psychic,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/74/high.png,Rare
Psyduck,Pokemon,Water,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/74/high.png,Common
Lycanroc GX,Pokemon,Fighting,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/74/high.png,Ultra Rare
Exeggutor,Pokemon,Psychic,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/74/high.png,Rare
Togedemaru,Pokemon,Lightning,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/74/high.png,Common
Sandygast,Pokemon,Fighting,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/74/high.png,Common
Item Finder,Trainer,,Base Set,https://assets.tcgdex.net/en/base/base1/74/high.png,Rare
Hitmonchan,Pokemon,Fighting,Team Up,https://assets.tcgdex.net/en/sm/sm9/74/high.png,Uncommon
Weavile,Pokemon,Darkness,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/74/high.png,Rare
Altaria,Pokemon,Colorless,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/74/high.png,Rare
Forest of Giant Plants,Trainer,,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/74/high.png,Uncommon
Meowth,Pokemon,Colorless,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/74/high.png,Common
Beheeyem,Pokemon,Psychic,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/74/high.png,Uncommon
Cobalion,Pokemon,Metal,Steam Siege,https://assets.tcgdex.net/en/xy/xy11/74/high.png,Rare
Numel,Pokemon,Fire,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/74/high.png,Uncommon
Goodra,Pokemon,Dragon,Flashfire,https://assets.tcgdex.net/en/xy/xy2/74/high.png,Rare
Shinx,Pokemon,Lightning,Arceus,https://assets.tcgdex.net/en/pl/pl4/74/high.png,Common
Darkrai EX,Pokemon,Darkness,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/74/high.png,Ultra Rare
Nidorino,Pokemon,Psychic,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/74/high.png,Common
Inkay,Pokemon,Darkness,XY,https://assets.tcgdex.net/en/xy/xy1/74/high.png,Uncommon
Rhyhorn,Pokemon,Fighting,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/74/high.png,Common
Clefairy,Pokemon,Psychic,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/74/high.png,Common
Double Colorless Energy,Energy,,Generations,https://assets.tcgdex.net/en/xy/g1/74/high.png,Uncommon
Hydreigon,Pokemon,Dragon,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/74/high.png,Rare
Sudowoodo,Pokemon,Fighting,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/074/high.png,Common
Brock's Grit,Trainer,,Evolutions,https://assets.tcgdex.net/en/xy/xy12/74/high.png,Uncommon
Dragonite EX,Pokemon,Dragon,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/74/high.png,Ultra Rare
Yamper,Pokemon,Lightning,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/74/high.png,Common
Exeggcute,Pokemon,Grass,Base Set 2,https://assets.tcgdex.net/en/base/base4/74/high.png,Common
Swoobat,Pokemon,Psychic,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/74/high.png,Uncommon
Challenge!,Trainer,,Team Rocket,https://assets.tcgdex.net/en/base/base5/74/high.png,Uncommon
Shadow Rider Calyrex V,Pokemon,Psychic,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/74/high.png,Holo Rare V
Conkeldurr V,Pokemon,Fighting,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/074/high.png,Ultra Rare
Gurdurr,Pokemon,Fighting,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/74/high.png,Uncommon
Solrock,Pokemon,Fighting,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/74/high.png,Uncommon
Clauncher,Pokemon,Water,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/74/high.png,Common
Bisharp,Pokemon,Darkness,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/74/high.png,Uncommon
Sylveon V,Pokemon,Psychic,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/74/high.png,Holo Rare V
Houndour,Pokemon,Darkness,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/74/high.png,Common
Charizard VMAX,Pokemon,Fire,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/74/high.png,Secret Rare
Escavalier,Pokemon,Metal,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/74/high.png,Rare
Solosis,Pokemon,Psychic,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/74/high.png,Common
Klink,Pokemon,Metal,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/74/high.png,Common
Porygon-Z,Pokemon,Colorless,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/74/high.png,Rare
Chimecho,Pokemon,Psychic,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/074/high.png,Common
Landorus,Pokemon,Fighting,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/74/high.png,Rare
Brock's Zubat,Pokemon,Grass,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/74/high.png,Common
